# WN 10
#A 100.000000
#F 3.000000
#T 3.000000
#B 3.000000
#N 3.000000
   0,  128,  131
  10,  146,  150
  20,  164,  165
  30,  181,  182
  40,  196,  192
  50,  208,  205
  60,  218,  209
  70,  224,  226
  80,  227,  227
  90,  227,  229
 100,  223,  227
 110,  215,  206
 120,  205,  202
 130,  191,  181
 140,  176,  176
 150,  158,  157
 160,  140,  144
 170,  121,  125
 180,  103,  104
 190,   85,   80
 200,   69,   59
 210,   55,   57
 220,   43,   34
 230,   35,   30
 240,   29,   27
 250,   28,   29
 260,   29,   31
 270,   35,   32
 280,   43,   45
 290,   55,   56
 300,   69,   59
 310,   85,   81
 320,  103,  104
 330,  121,  118
 340,  140,  130
 350,  158,  156
 360,  176,  180
 370,  191,  181
 380,  205,  206
 390,  215,  210
 400,  223,  218
 410,  227,  229
 420,  227,  229
 430,  224,  217
 440,  218,  221
 450,  208,  212
 460,  196,  185
 470,  181,  184
 480,  164,  153
 490,  146,  148
 500,  128,  128
 510,  109,  110
 520,   91,   91
 530,   74,   76
 540,   59,   61
 550,   47,   42
 560,   37,   34
 570,   31,   28
 580,   28,   24
 590,   28,   30
 600,   32,   30
 610,   40,   41
 620,   50,   47
 630,   64,   66
 640,   79,   72
 650,   97,   97
 660,  115,  112
 670,  134,  134
 680,  152,  141
 690,  170,  170
 700,  186,  189
 710,  200,  203
 720,  212,  212
 730,  220,  209
 740,  226,  228
 750,  228,  232
 760,  226,  229
 770,  220,  215
 780,  212,  206
 790,  200,  204
 800,  186,  184
 810,  170,  162
 820,  152,  151
 830,  134,  129
 840,  115,  118
 850,   97,   97
 860,   79,   82
 870,   64,   60
 880,   50,   43
 890,   40,   36
 900,   32,   35
 910,   28,   22
 920,   28,   31
 930,   31,   34
 940,   37,   38
 950,   47,   49
 960,   59,   53
 970,   74,   66
 980,   91,   94
 990,  109,  107
1000,  127,  129
#E 0
