# WN 15
#A 100.000000
#F 3.000000
#T 3.000000
#B 3.000000
#N 3.000000
   0,  128,  131
  10,  146,  151
  20,  164,  149
  30,  181,  166
  40,  196,  197
  50,  208,  205
  60,  218,  223
  70,  224,  223
  80,  227,  232
  90,  227,  216
 100,  223,  212
 110,  215,  215
 120,  205,  209
 130,  191,  194
 140,  176,  173
 150,  158,  162
 160,  140,  136
 170,  121,  110
 180,  103,  103
 190,   85,   85
 200,   69,   72
 210,   55,   50
 220,   43,   43
 230,   35,   35
 240,   29,   26
 250,   28,   17
 260,   29,   21
 270,   35,   37
 280,   43,   45
 290,   55,   48
 300,   69,   57
 310,   85,   87
 320,  103,   94
 330,  121,  122
 340,  140,  124
 350,  158,  143
 360,  176,  162
 370,  191,  196
 380,  205,  195
 390,  215,  222
 400,  223,  214
 410,  227,  212
 420,  227,  214
 430,  224,  208
 440,  218,  210
 450,  208,  205
 460,  196,  186
 470,  181,  178
 480,  164,  168
 490,  146,  139
 500,  128,  129
 510,  109,  110
 520,   91,   97
 530,   74,   75
 540,   59,   52
 550,   47,   40
 560,   37,   26
 570,   31,   27
 580,   28,   31
 590,   28,   29
 600,   32,   27
 610,   40,   35
 620,   50,   46
 630,   64,   66
 640,   79,   84
 650,   97,  104
 660,  115,  108
 670,  134,  128
 680,  152,  157
 690,  170,  170
 700,  186,  183
 710,  200,  201
 720,  212,  215
 730,  220,  220
 740,  226,  217
 750,  228,  231
 760,  226,  226
 770,  220,  226
 780,  212,  214
 790,  200,  191
 800,  186,  186
 810,  170,  160
 820,  152,  142
 830,  134,  130
 840,  115,  119
 850,   97,   94
 860,   79,   76
 870,   64,   71
 880,   50,   48
 890,   40,   26
 900,   32,   34
 910,   28,   19
 920,   28,   20
 930,   31,   19
 940,   37,   34
 950,   47,   51
 960,   59,   59
 970,   74,   65
 980,   91,   91
 990,  109,  104
1000,  127,  111
#E 0
